date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,stage,is_group_stage,host_continent,goal_difference,total_goals
1974-06-14,DR Congo,Scotland,0,2,FIFA World Cup,Dortmund,Germany,True,1974,Group 2,True,Europe,-2,2
1974-06-14,German DR,Australia,2,0,FIFA World Cup,Hamburg,Germany,True,1974,Group 1,True,Europe,2,2
1974-06-14,Germany,Chile,1,0,FIFA World Cup,Berlin,Germany,False,1974,Group 1,True,Europe,1,1
1974-06-15,Italy,Haiti,3,1,FIFA World Cup,Munich,Germany,True,1974,Group 4,True,Europe,2,4
1974-06-15,Poland,Argentina,3,2,FIFA World Cup,Stuttgart,Germany,True,1974,Group 4,True,Europe,1,5
1974-06-15,Sweden,Bulgaria,0,0,FIFA World Cup,Düsseldorf,Germany,True,1974,Group 3,True,Europe,0,0
1974-06-15,Uruguay,Netherlands,0,2,FIFA World Cup,Hanover,Germany,True,1974,Group 3,True,Europe,-2,2
1974-06-18,Chile,German DR,1,1,FIFA World Cup,Berlin,Germany,True,1974,Group 1,True,Europe,0,2
1974-06-18,Germany,Australia,3,0,FIFA World Cup,Hamburg,Germany,False,1974,Group 1,True,Europe,3,3
1974-06-18,Scotland,Brazil,0,0,FIFA World Cup,Frankfurt am Main,Germany,True,1974,Group 2,True,Europe,0,0
1974-06-18,Serbia,DR Congo,9,0,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group 2,True,Europe,9,9
1974-06-19,Argentina,Italy,1,1,FIFA World Cup,Stuttgart,Germany,True,1974,Group 4,True,Europe,0,2
1974-06-19,Bulgaria,Uruguay,1,1,FIFA World Cup,Hanover,Germany,True,1974,Group 3,True,Europe,0,2
1974-06-19,Haiti,Poland,0,7,FIFA World Cup,Munich,Germany,True,1974,Group 4,True,Europe,-7,7
1974-06-19,Netherlands,Sweden,0,0,FIFA World Cup,Dortmund,Germany,True,1974,Group 3,True,Europe,0,0
1974-06-22,Australia,Chile,0,0,FIFA World Cup,Berlin,Germany,True,1974,Group 1,True,Europe,0,0
1974-06-22,DR Congo,Brazil,0,3,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group 2,True,Europe,-3,3
1974-06-22,Germany,German DR,0,1,FIFA World Cup,Hamburg,Germany,False,1974,Group 1,True,Europe,-1,1
1974-06-22,Scotland,Serbia,1,1,FIFA World Cup,Frankfurt am Main,Germany,True,1974,Group 2,True,Europe,0,2
1974-06-23,Argentina,Haiti,4,1,FIFA World Cup,Munich,Germany,True,1974,Group 4,True,Europe,3,5
1974-06-23,Bulgaria,Netherlands,1,4,FIFA World Cup,Dortmund,Germany,True,1974,Group 3,True,Europe,-3,5
1974-06-23,Poland,Italy,2,1,FIFA World Cup,Stuttgart,Germany,True,1974,Group 4,True,Europe,1,3
1974-06-23,Sweden,Uruguay,3,0,FIFA World Cup,Düsseldorf,Germany,True,1974,Group 3,True,Europe,3,3
1974-06-26,Brazil,German DR,1,0,FIFA World Cup,Hanover,Germany,True,1974,Group A,True,Europe,1,1
1974-06-26,Germany,Serbia,2,0,FIFA World Cup,Düsseldorf,Germany,False,1974,Group B,True,Europe,2,2
1974-06-26,Netherlands,Argentina,4,0,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group A,True,Europe,4,4
1974-06-26,Sweden,Poland,0,1,FIFA World Cup,Stuttgart,Germany,True,1974,Group B,True,Europe,-1,1
1974-06-30,Argentina,Brazil,1,2,FIFA World Cup,Hanover,Germany,True,1974,Group A,True,Europe,-1,3
1974-06-30,German DR,Netherlands,0,2,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group A,True,Europe,-2,2
1974-06-30,Germany,Sweden,4,2,FIFA World Cup,Düsseldorf,Germany,False,1974,Group B,True,Europe,2,6
1974-06-30,Poland,Serbia,2,1,FIFA World Cup,Frankfurt am Main,Germany,True,1974,Group B,True,Europe,1,3
1974-07-03,Argentina,German DR,1,1,FIFA World Cup,Gelsenkirchen,Germany,True,1974,Group A,True,Europe,0,2
1974-07-03,Germany,Poland,1,0,FIFA World Cup,Frankfurt am Main,Germany,False,1974,Group B,True,Europe,1,1
1974-07-03,Netherlands,Brazil,2,0,FIFA World Cup,Dortmund,Germany,True,1974,Group A,True,Europe,2,2
1974-07-03,Sweden,Serbia,2,1,FIFA World Cup,Düsseldorf,Germany,True,1974,Group B,True,Europe,1,3
1974-07-06,Brazil,Poland,0,1,FIFA World Cup,Munich,Germany,True,1974,Match for third place,False,Europe,-1,1
1974-07-07,Germany,Netherlands,2,1,FIFA World Cup,Munich,Germany,False,1974,Final,False,Europe,1,3
1978-06-01,Germany,Poland,0,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,Group 2,True,South America,0,0
1978-06-02,Argentina,Hungary,2,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,Group 1,True,South America,1,3
1978-06-02,France,Italy,1,2,FIFA World Cup,Mar del Plata,Argentina,True,1978,Group 1,True,South America,-1,3
1978-06-02,Mexico,Tunisia,1,3,FIFA World Cup,Rosario,Argentina,True,1978,Group 2,True,South America,-2,4
1978-06-03,Austria,Spain,2,1,FIFA World Cup,Buenos Aires,Argentina,True,1978,Group 3,True,South America,1,3
1978-06-03,Brazil,Sweden,1,1,FIFA World Cup,Mar del Plata,Argentina,True,1978,Group 3,True,South America,0,2
1978-06-03,Iran,Netherlands,0,3,FIFA World Cup,Mendoza,Argentina,True,1978,Group 4,True,South America,-3,3
1978-06-03,Peru,Scotland,3,1,FIFA World Cup,Córdoba,Argentina,True,1978,Group 4,True,South America,2,4
1978-06-06,Argentina,France,2,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,Group 1,True,South America,1,3
1978-06-06,Germany,Mexico,6,0,FIFA World Cup,Córdoba,Argentina,True,1978,Group 2,True,South America,6,6
1978-06-06,Hungary,Italy,1,3,FIFA World Cup,Mar del Plata,Argentina,True,1978,Group 1,True,South America,-2,4
1978-06-06,Poland,Tunisia,1,0,FIFA World Cup,Rosario,Argentina,True,1978,Group 2,True,South America,1,1
1978-06-07,Austria,Sweden,1,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,Group 3,True,South America,1,1
1978-06-07,Brazil,Spain,0,0,FIFA World Cup,Mar del Plata,Argentina,True,1978,Group 3,True,South America,0,0
1978-06-07,Iran,Scotland,1,1,FIFA World Cup,Córdoba,Argentina,True,1978,Group 4,True,South America,0,2
1978-06-07,Netherlands,Peru,0,0,FIFA World Cup,Mendoza,Argentina,True,1978,Group 4,True,South America,0,0
1978-06-10,Argentina,Italy,0,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,Group 1,True,South America,-1,1
1978-06-10,France,Hungary,3,1,FIFA World Cup,Mar del Plata,Argentina,True,1978,Group 1,True,South America,2,4
1978-06-10,Germany,Tunisia,0,0,FIFA World Cup,Córdoba,Argentina,True,1978,Group 2,True,South America,0,0
1978-06-10,Mexico,Poland,1,3,FIFA World Cup,Rosario,Argentina,True,1978,Group 2,True,South America,-2,4
1978-06-11,Austria,Brazil,0,1,FIFA World Cup,Mar del Plata,Argentina,True,1978,Group 3,True,South America,-1,1
1978-06-11,Iran,Peru,1,4,FIFA World Cup,Córdoba,Argentina,True,1978,Group 4,True,South America,-3,5
1978-06-11,Netherlands,Scotland,2,3,FIFA World Cup,Mendoza,Argentina,True,1978,Group 4,True,South America,-1,5
1978-06-11,Spain,Sweden,1,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,Group 3,True,South America,1,1
1978-06-14,Argentina,Poland,2,0,FIFA World Cup,Rosario,Argentina,False,1978,Group B,True,South America,2,2
1978-06-14,Austria,Netherlands,1,5,FIFA World Cup,Córdoba,Argentina,True,1978,Group A,True,South America,-4,6
1978-06-14,Brazil,Peru,3,0,FIFA World Cup,Mendoza,Argentina,True,1978,Group B,True,South America,3,3
1978-06-14,Germany,Italy,0,0,FIFA World Cup,Buenos Aires,Argentina,True,1978,Group A,True,South America,0,0
1978-06-18,Argentina,Brazil,0,0,FIFA World Cup,Rosario,Argentina,False,1978,Group B,True,South America,0,0
1978-06-18,Austria,Italy,0,1,FIFA World Cup,Buenos Aires,Argentina,True,1978,Group A,True,South America,-1,1
1978-06-18,Germany,Netherlands,2,2,FIFA World Cup,Córdoba,Argentina,True,1978,Group A,True,South America,0,4
1978-06-18,Peru,Poland,0,1,FIFA World Cup,Mendoza,Argentina,True,1978,Group B,True,South America,-1,1
1978-06-21,Argentina,Peru,6,0,FIFA World Cup,Rosario,Argentina,False,1978,Group B,True,South America,6,6
1978-06-21,Austria,Germany,3,2,FIFA World Cup,Córdoba,Argentina,True,1978,Group A,True,South America,1,5
1978-06-21,Brazil,Poland,3,1,FIFA World Cup,Mendoza,Argentina,True,1978,Group B,True,South America,2,4
1978-06-21,Italy,Netherlands,1,2,FIFA World Cup,Buenos Aires,Argentina,True,1978,Group A,True,South America,-1,3
1978-06-24,Brazil,Italy,2,1,FIFA World Cup,Buenos Aires,Argentina,True,1978,Match for third place,False,South America,1,3
1978-06-25,Argentina,Netherlands,3,1,FIFA World Cup,Buenos Aires,Argentina,False,1978,Final,False,South America,2,4
1982-06-13,Argentina,Belgium,0,1,FIFA World Cup,Barcelona,Spain,True,1982,Group 3,True,Europe,-1,1
1982-06-14,Brazil,Russia,2,1,FIFA World Cup,Seville,Spain,True,1982,Group 6,True,Europe,1,3
1982-06-14,Italy,Poland,0,0,FIFA World Cup,Vigo,Spain,True,1982,Group 1,True,Europe,0,0
1982-06-15,Hungary,El Salvador,10,1,FIFA World Cup,Elche,Spain,True,1982,Group 3,True,Europe,9,11
1982-06-15,Peru,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True,1982,Group 1,True,Europe,0,0
1982-06-15,Scotland,New Zealand,5,2,FIFA World Cup,Málaga,Spain,True,1982,Group 6,True,Europe,3,7
1982-06-16,England,France,3,1,FIFA World Cup,Bilbao,Spain,True,1982,Group 4,True,Europe,2,4
1982-06-16,Germany,Algeria,1,2,FIFA World Cup,Gijón,Spain,True,1982,Group 2,True,Europe,-1,3
1982-06-16,Spain,Honduras,1,1,FIFA World Cup,Valencia,Spain,False,1982,Group 5,True,Europe,0,2
1982-06-17,Chile,Austria,0,1,FIFA World Cup,Oviedo,Spain,True,1982,Group 2,True,Europe,-1,1
1982-06-17,Czech Republic,Kuwait,1,1,FIFA World Cup,Valladolid,Spain,True,1982,Group 4,True,Europe,0,2
1982-06-17,Serbia,Northern Ireland,0,0,FIFA World Cup,Zaragoza,Spain,True,1982,Group 5,True,Europe,0,0
1982-06-18,Argentina,Hungary,4,1,FIFA World Cup,Alicante,Spain,True,1982,Group 3,True,Europe,3,5
1982-06-18,Brazil,Scotland,4,1,FIFA World Cup,Seville,Spain,True,1982,Group 6,True,Europe,3,5
1982-06-18,Italy,Peru,1,1,FIFA World Cup,Vigo,Spain,True,1982,Group 1,True,Europe,0,2
1982-06-19,Belgium,El Salvador,1,0,FIFA World Cup,Elche,Spain,True,1982,Group 3,True,Europe,1,1
1982-06-19,Poland,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True,1982,Group 1,True,Europe,0,0
1982-06-19,Russia,New Zealand,3,0,FIFA World Cup,Málaga,Spain,True,1982,Group 6,True,Europe,3,3
1982-06-20,England,Czech Republic,2,0,FIFA World Cup,Bilbao,Spain,True,1982,Group 4,True,Europe,2,2
1982-06-20,Germany,Chile,4,1,FIFA World Cup,Gijón,Spain,True,1982,Group 2,True,Europe,3,5
1982-06-20,Spain,Serbia,2,1,FIFA World Cup,Valencia,Spain,False,1982,Group 5,True,Europe,1,3
1982-06-21,Algeria,Austria,0,2,FIFA World Cup,Oviedo,Spain,True,1982,Group 2,True,Europe,-2,2
1982-06-21,France,Kuwait,4,1,FIFA World Cup,Valladolid,Spain,True,1982,Group 4,True,Europe,3,5
1982-06-21,Honduras,Northern Ireland,1,1,FIFA World Cup,Zaragoza,Spain,True,1982,Group 5,True,Europe,0,2
1982-06-22,Belgium,Hungary,1,1,FIFA World Cup,Elche,Spain,True,1982,Group 3,True,Europe,0,2
1982-06-22,Poland,Peru,5,1,FIFA World Cup,La Coruña,Spain,True,1982,Group 1,True,Europe,4,6
1982-06-22,Russia,Scotland,2,2,FIFA World Cup,Málaga,Spain,True,1982,Group 6,True,Europe,0,4
1982-06-23,Argentina,El Salvador,2,0,FIFA World Cup,Alicante,Spain,True,1982,Group 3,True,Europe,2,2
1982-06-23,Brazil,New Zealand,4,0,FIFA World Cup,Seville,Spain,True,1982,Group 6,True,Europe,4,4
1982-06-23,Italy,Cameroon,1,1,FIFA World Cup,Vigo,Spain,True,1982,Group 1,True,Europe,0,2
1982-06-24,Algeria,Chile,3,2,FIFA World Cup,Oviedo,Spain,True,1982,Group 2,True,Europe,1,5
1982-06-24,France,Czech Republic,1,1,FIFA World Cup,Valladolid,Spain,True,1982,Group 4,True,Europe,0,2
1982-06-24,Honduras,Serbia,0,1,FIFA World Cup,Zaragoza,Spain,True,1982,Group 5,True,Europe,-1,1
1982-06-25,England,Kuwait,1,0,FIFA World Cup,Bilbao,Spain,True,1982,Group 4,True,Europe,1,1
1982-06-25,Germany,Austria,1,0,FIFA World Cup,Gijón,Spain,True,1982,Group 2,True,Europe,1,1
1982-06-25,Spain,Northern Ireland,0,1,FIFA World Cup,Valencia,Spain,False,1982,Group 5,True,Europe,-1,1
1982-06-28,Austria,France,0,1,FIFA World Cup,Madrid,Spain,True,1982,Group 4,True,Europe,-1,1
1982-06-28,Poland,Belgium,3,0,FIFA World Cup,Barcelona,Spain,True,1982,Group 1,True,Europe,3,3
1982-06-29,Germany,England,0,0,FIFA World Cup,Madrid,Spain,True,1982,Group 2,True,Europe,0,0
1982-06-29,Italy,Argentina,2,1,FIFA World Cup,Barcelona,Spain,True,1982,Group 3,True,Europe,1,3
1982-07-01,Austria,Northern Ireland,2,2,FIFA World Cup,Madrid,Spain,True,1982,Group 4,True,Europe,0,4
1982-07-01,Belgium,Russia,0,1,FIFA World Cup,Barcelona,Spain,True,1982,Group 1,True,Europe,-1,1
1982-07-02,Argentina,Brazil,1,3,FIFA World Cup,Barcelona,Spain,True,1982,Group 3,True,Europe,-2,4
1982-07-02,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,False,1982,Group 2,True,Europe,-1,3
1982-07-04,France,Northern Ireland,4,1,FIFA World Cup,Madrid,Spain,True,1982,Group 4,True,Europe,3,5
1982-07-04,Poland,Russia,0,0,FIFA World Cup,Barcelona,Spain,True,1982,Group 1,True,Europe,0,0
1982-07-05,Italy,Brazil,3,2,FIFA World Cup,Barcelona,Spain,True,1982,Group 3,True,Europe,1,5
1982-07-05,Spain,England,0,0,FIFA World Cup,Madrid,Spain,False,1982,Group 2,True,Europe,0,0
1982-07-08,Germany,France,3,3,FIFA World Cup,Seville,Spain,True,1982,Semi-finals,False,Europe,0,6
1982-07-08,Poland,Italy,0,2,FIFA World Cup,Barcelona,Spain,True,1982,Semi-finals,False,Europe,-2,2
1982-07-10,Poland,France,3,2,FIFA World Cup,Alicante,Spain,True,1982,Match for third place,False,Europe,1,5
1982-07-11,Italy,Germany,3,1,FIFA World Cup,Madrid,Spain,True,1982,Final,False,Europe,2,4
1986-05-31,Bulgaria,Italy,1,1,FIFA World Cup,Mexico City,Mexico,True,1986,Group A,True,North America,0,2
1986-06-01,Canada,France,0,1,FIFA World Cup,León,Mexico,True,1986,Group C,True,North America,-1,1
1986-06-01,Spain,Brazil,0,1,FIFA World Cup,Guadalajara,Mexico,True,1986,Group D,True,North America,-1,1
1986-06-02,Argentina,South Korea,3,1,FIFA World Cup,Mexico City,Mexico,True,1986,Group A,True,North America,2,4
1986-06-02,Morocco,Poland,0,0,FIFA World Cup,Monterrey,Mexico,True,1986,Group F,True,North America,0,0
1986-06-02,Russia,Hungary,6,0,FIFA World Cup,Irapuato,Mexico,True,1986,Group C,True,North America,6,6
1986-06-03,Algeria,Northern Ireland,1,1,FIFA World Cup,Guadalajara,Mexico,True,1986,Group D,True,North America,0,2
1986-06-03,Mexico,Belgium,2,1,FIFA World Cup,Mexico City,Mexico,False,1986,Group B,True,North America,1,3
1986-06-03,Portugal,England,1,0,FIFA World Cup,Monterrey,Mexico,True,1986,Group F,True,North America,1,1
1986-06-04,Paraguay,Iraq,1,0,FIFA World Cup,Toluca,Mexico,True,1986,Group B,True,North America,1,1
1986-06-04,Scotland,Denmark,0,1,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986,Group E,True,North America,-1,1
1986-06-04,Uruguay,Germany,1,1,FIFA World Cup,Querétaro,Mexico,True,1986,Group E,True,North America,0,2
1986-06-05,France,Russia,1,1,FIFA World Cup,León,Mexico,True,1986,Group C,True,North America,0,2
1986-06-05,Italy,Argentina,1,1,FIFA World Cup,Puebla,Mexico,True,1986,Group A,True,North America,0,2
1986-06-05,South Korea,Bulgaria,1,1,FIFA World Cup,Mexico City,Mexico,True,1986,Group A,True,North America,0,2
1986-06-06,Brazil,Algeria,1,0,FIFA World Cup,Guadalajara,Mexico,True,1986,Group D,True,North America,1,1
1986-06-06,England,Morocco,0,0,FIFA World Cup,Monterrey,Mexico,True,1986,Group F,True,North America,0,0
1986-06-06,Hungary,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True,1986,Group C,True,North America,2,2
1986-06-07,Mexico,Paraguay,1,1,FIFA World Cup,Mexico City,Mexico,False,1986,Group B,True,North America,0,2
1986-06-07,Northern Ireland,Spain,1,2,FIFA World Cup,Guadalajara,Mexico,True,1986,Group D,True,North America,-1,3
1986-06-07,Poland,Portugal,1,0,FIFA World Cup,Monterrey,Mexico,True,1986,Group F,True,North America,1,1
1986-06-08,Denmark,Uruguay,6,1,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986,Group E,True,North America,5,7
1986-06-08,Germany,Scotland,2,1,FIFA World Cup,Querétaro,Mexico,True,1986,Group E,True,North America,1,3
1986-06-08,Iraq,Belgium,1,2,FIFA World Cup,Toluca,Mexico,True,1986,Group B,True,North America,-1,3
1986-06-09,Hungary,France,0,3,FIFA World Cup,León,Mexico,True,1986,Group C,True,North America,-3,3
1986-06-09,Russia,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True,1986,Group C,True,North America,2,2
1986-06-10,Argentina,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,True,1986,Group A,True,North America,2,2
1986-06-10,South Korea,Italy,2,3,FIFA World Cup,Puebla,Mexico,True,1986,Group A,True,North America,-1,5
1986-06-11,England,Poland,3,0,FIFA World Cup,Monterrey,Mexico,True,1986,Group F,True,North America,3,3
1986-06-11,Mexico,Iraq,1,0,FIFA World Cup,Mexico City,Mexico,False,1986,Group B,True,North America,1,1
1986-06-11,Paraguay,Belgium,2,2,FIFA World Cup,Toluca,Mexico,True,1986,Group B,True,North America,0,4
1986-06-11,Portugal,Morocco,1,3,FIFA World Cup,Guadalajara,Mexico,True,1986,Group F,True,North America,-2,4
1986-06-12,Algeria,Spain,0,3,FIFA World Cup,Monterrey,Mexico,True,1986,Group D,True,North America,-3,3
1986-06-12,Northern Ireland,Brazil,0,3,FIFA World Cup,Guadalajara,Mexico,True,1986,Group D,True,North America,-3,3
1986-06-13,Denmark,Germany,2,0,FIFA World Cup,Querétaro,Mexico,True,1986,Group E,True,North America,2,2
1986-06-13,Scotland,Uruguay,0,0,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986,Group E,True,North America,0,0
1986-06-15,Mexico,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,False,1986,Round of 16,False,North America,2,2
1986-06-15,Russia,Belgium,3,4,FIFA World Cup,León,Mexico,True,1986,Round of 16,False,North America,-1,7
1986-06-16,Argentina,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True,1986,Round of 16,False,North America,1,1
1986-06-16,Brazil,Poland,4,0,FIFA World Cup,Guadalajara,Mexico,True,1986,Round of 16,False,North America,4,4
1986-06-17,Italy,France,0,2,FIFA World Cup,Mexico City,Mexico,True,1986,Round of 16,False,North America,-2,2
1986-06-17,Morocco,Germany,0,1,FIFA World Cup,Monterrey,Mexico,True,1986,Round of 16,False,North America,-1,1
1986-06-18,Denmark,Spain,1,5,FIFA World Cup,Querétaro,Mexico,True,1986,Round of 16,False,North America,-4,6
1986-06-18,England,Paraguay,3,0,FIFA World Cup,Mexico City,Mexico,True,1986,Round of 16,False,North America,3,3
1986-06-21,Brazil,France,1,1,FIFA World Cup,Guadalajara,Mexico,True,1986,Quarter-finals,False,North America,0,2
1986-06-21,Mexico,Germany,0,0,FIFA World Cup,Monterrey,Mexico,False,1986,Quarter-finals,False,North America,0,0
1986-06-22,Argentina,England,2,1,FIFA World Cup,Mexico City,Mexico,True,1986,Quarter-finals,False,North America,1,3
1986-06-22,Spain,Belgium,1,1,FIFA World Cup,Puebla,Mexico,True,1986,Quarter-finals,False,North America,0,2
1986-06-25,Argentina,Belgium,2,0,FIFA World Cup,Mexico City,Mexico,True,1986,Semi-finals,False,North America,2,2
1986-06-25,France,Germany,0,2,FIFA World Cup,Guadalajara,Mexico,True,1986,Semi-finals,False,North America,-2,2
1986-06-28,France,Belgium,4,2,FIFA World Cup,Puebla,Mexico,True,1986,Match for third place,False,North America,2,6
1986-06-29,Argentina,Germany,3,2,FIFA World Cup,Mexico City,Mexico,True,1986,Final,False,North America,1,5
1990-06-08,Argentina,Cameroon,0,1,FIFA World Cup,Milan,Italy,True,1990,Group B,True,Europe,-1,1
1990-06-09,Italy,Austria,1,0,FIFA World Cup,Rome,Italy,False,1990,Group A,True,Europe,1,1
1990-06-09,Russia,Romania,0,2,FIFA World Cup,Bari,Italy,True,1990,Group B,True,Europe,-2,2
1990-06-09,United Arab Emirates,Colombia,0,2,FIFA World Cup,Bologna,Italy,True,1990,Group D,True,Europe,-2,2
1990-06-10,Brazil,Sweden,2,1,FIFA World Cup,Turin,Italy,True,1990,Group C,True,Europe,1,3
1990-06-10,Germany,Serbia,4,1,FIFA World Cup,Milan,Italy,True,1990,Group D,True,Europe,3,5
1990-06-10,United States,Czech Republic,1,5,FIFA World Cup,Florence,Italy,True,1990,Group A,True,Europe,-4,6
1990-06-11,Costa Rica,Scotland,1,0,FIFA World Cup,Genoa,Italy,True,1990,Group C,True,Europe,1,1
1990-06-11,England,Ireland,1,1,FIFA World Cup,Cagliari,Italy,True,1990,Group F,True,Europe,0,2
1990-06-12,Belgium,South Korea,2,0,FIFA World Cup,Verona,Italy,True,1990,Group E,True,Europe,2,2
1990-06-12,Netherlands,Egypt,1,1,FIFA World Cup,Palermo,Italy,True,1990,Group F,True,Europe,0,2
1990-06-13,Argentina,Russia,2,0,FIFA World Cup,Naples,Italy,True,1990,Group B,True,Europe,2,2
1990-06-13,Uruguay,Spain,0,0,FIFA World Cup,Udine,Italy,True,1990,Group E,True,Europe,0,0
1990-06-14,Cameroon,Romania,2,1,FIFA World Cup,Bari,Italy,True,1990,Group B,True,Europe,1,3
1990-06-14,Italy,United States,1,0,FIFA World Cup,Rome,Italy,False,1990,Group A,True,Europe,1,1
1990-06-14,Serbia,Colombia,1,0,FIFA World Cup,Bologna,Italy,True,1990,Group D,True,Europe,1,1
1990-06-15,Austria,Czech Republic,0,1,FIFA World Cup,Florence,Italy,True,1990,Group A,True,Europe,-1,1
1990-06-15,Germany,United Arab Emirates,5,1,FIFA World Cup,Milan,Italy,True,1990,Group D,True,Europe,4,6
1990-06-16,Brazil,Costa Rica,1,0,FIFA World Cup,Turin,Italy,True,1990,Group C,True,Europe,1,1
1990-06-16,England,Netherlands,0,0,FIFA World Cup,Cagliari,Italy,True,1990,Group F,True,Europe,0,0
1990-06-16,Sweden,Scotland,1,2,FIFA World Cup,Genoa,Italy,True,1990,Group C,True,Europe,-1,3
1990-06-17,Belgium,Uruguay,3,1,FIFA World Cup,Verona,Italy,True,1990,Group E,True,Europe,2,4
1990-06-17,Ireland,Egypt,0,0,FIFA World Cup,Palermo,Italy,True,1990,Group F,True,Europe,0,0
1990-06-17,South Korea,Spain,1,3,FIFA World Cup,Udine,Italy,True,1990,Group E,True,Europe,-2,4
1990-06-18,Argentina,Romania,1,1,FIFA World Cup,Naples,Italy,True,1990,Group B,True,Europe,0,2
1990-06-18,Cameroon,Russia,0,4,FIFA World Cup,Bari,Italy,True,1990,Group B,True,Europe,-4,4
1990-06-19,Austria,United States,2,1,FIFA World Cup,Florence,Italy,True,1990,Group A,True,Europe,1,3
1990-06-19,Germany,Colombia,1,1,FIFA World Cup,Milan,Italy,True,1990,Group D,True,Europe,0,2
1990-06-19,Italy,Czech Republic,2,0,FIFA World Cup,Rome,Italy,False,1990,Group A,True,Europe,2,2
1990-06-19,Serbia,United Arab Emirates,4,1,FIFA World Cup,Bologna,Italy,True,1990,Group D,True,Europe,3,5
1990-06-20,Brazil,Scotland,1,0,FIFA World Cup,Turin,Italy,True,1990,Group C,True,Europe,1,1
1990-06-20,Sweden,Costa Rica,1,2,FIFA World Cup,Genoa,Italy,True,1990,Group C,True,Europe,-1,3
1990-06-21,Belgium,Spain,1,2,FIFA World Cup,Verona,Italy,True,1990,Group E,True,Europe,-1,3
1990-06-21,England,Egypt,1,0,FIFA World Cup,Cagliari,Italy,True,1990,Group F,True,Europe,1,1
1990-06-21,Ireland,Netherlands,1,1,FIFA World Cup,Palermo,Italy,True,1990,Group F,True,Europe,0,2
1990-06-21,South Korea,Uruguay,0,1,FIFA World Cup,Udine,Italy,True,1990,Group E,True,Europe,-1,1
1990-06-23,Cameroon,Colombia,2,1,FIFA World Cup,Naples,Italy,True,1990,Round of 16,False,Europe,1,3
1990-06-23,Czech Republic,Costa Rica,4,1,FIFA World Cup,Bari,Italy,True,1990,Round of 16,False,Europe,3,5
1990-06-24,Brazil,Argentina,0,1,FIFA World Cup,Turin,Italy,True,1990,Round of 16,False,Europe,-1,1
1990-06-24,Germany,Netherlands,2,1,FIFA World Cup,Milan,Italy,True,1990,Round of 16,False,Europe,1,3
1990-06-25,Ireland,Romania,0,0,FIFA World Cup,Genoa,Italy,True,1990,Round of 16,False,Europe,0,0
1990-06-25,Italy,Uruguay,2,0,FIFA World Cup,Rome,Italy,False,1990,Round of 16,False,Europe,2,2
1990-06-26,England,Belgium,1,0,FIFA World Cup,Bologna,Italy,True,1990,Round of 16,False,Europe,1,1
1990-06-26,Spain,Serbia,1,2,FIFA World Cup,Verona,Italy,True,1990,Round of 16,False,Europe,-1,3
1990-06-30,Italy,Ireland,1,0,FIFA World Cup,Rome,Italy,False,1990,Quarter-finals,False,Europe,1,1
1990-06-30,Serbia,Argentina,0,0,FIFA World Cup,Florence,Italy,True,1990,Quarter-finals,False,Europe,0,0
1990-07-01,Cameroon,England,2,3,FIFA World Cup,Naples,Italy,True,1990,Quarter-finals,False,Europe,-1,5
1990-07-01,Germany,Czech Republic,1,0,FIFA World Cup,Milan,Italy,True,1990,Quarter-finals,False,Europe,1,1
1990-07-03,Italy,Argentina,1,1,FIFA World Cup,Naples,Italy,False,1990,Semi-finals,False,Europe,0,2
1990-07-04,Germany,England,1,1,FIFA World Cup,Turin,Italy,True,1990,Semi-finals,False,Europe,0,2
1990-07-07,Italy,England,2,1,FIFA World Cup,Bari,Italy,False,1990,Match for third place,False,Europe,1,3
1990-07-08,Germany,Argentina,1,0,FIFA World Cup,Rome,Italy,True,1990,Final,False,Europe,1,1
1994-06-17,Germany,Bolivia,1,0,FIFA World Cup,Chicago,United States,True,1994,Group C,True,North America,1,1
1994-06-17,Spain,South Korea,2,2,FIFA World Cup,Dallas,United States,True,1994,Group C,True,North America,0,4
1994-06-18,Colombia,Romania,1,3,FIFA World Cup,Pasadena,United States,True,1994,Group A,True,North America,-2,4
1994-06-18,Italy,Ireland,0,1,FIFA World Cup,East Rutherford,United States,True,1994,Group E,True,North America,-1,1
